Num,Disease,PatinentsNumber,TotalObservation,AvgDailyDeath,DeathToll,TotalPatients,AvgDailyPatients,PatientsAboveSixty,PatientsUnderSixty,MalePatients,FemalePatients,Year,Days,Months,DailyMinTemp,DailyAvgTemp,DailyMaxTemp,City,Country,LAT,LON,Literature,Page,Journal,
214,respiratory diseases,null,3690284,null,8981,null,null,null,null,null,null,2000–2008,null,5-10,25.8,36.8,45.3,Maricopa County,U.S.,33.37595333,-112.3905361,Heat-Related Deaths in Hot Cities: Estimates of Human Tolerance to High Temperature Thresholds,"2014, 11, 3304-3326",International Journal of Environmental Research and Public Health,
215,heat disease,null,null,28,null,null,null,null,null,null,null,2003,56,6-8,null,null,38,Marseille,France,43.2961743,5.3699525,Effects of temperature and ozone on daily mortality during the August 2003 heat wave in France," 60:4, 205-212",Archives of Environmental & Occupational Health,
216,heat disease,null,"119,706",null,"119,706",null,null,"119,706",0,null,null,1988–2011,null,11-3,null,null,35.4,Melbourne,Australia,-37.8142176,144.9631608,Heatwave and elderly mortality: An evaluation of death burden and health costs considering short-term mortality displacement, 115 (2018) 334–342,Environment International,
217,non-accidental deaths ,null,null,54,null,null,null,null,null,27,27,1988-2011,null,12~2,13.8,19.7,25.6,Melbourne,Australia,-37.8342176,144.9631608,The Impacts of Heatwaves on Mortality Differ with Different Study Periods: A Multi-City Time Series Investigation,10.1371,PLOS ONE,
218,Circulatory deaths,null,null,21,null,null,null,null,null,10,11,1988-2011,null,12~2,13.8,19.7,25.6,Melbourne,Australia,-37.8142176,144.9331608,The Impacts of Heatwaves on Mortality Differ with Different Study Periods: A Multi-City Time Series Investigation,10.1371,PLOS ONE,
219,emergency department visits,null,448000,null,null,null,219,null,null,null,null,2014-2017,null,null,null,23.7,null,Mengzi,China,23.3970868,103.3622458,High temperatures and emergency department visits in 18 sites with different climatic characteristics in China: Risk assessment and attributable fraction identification,2020. 136,Environment International,
220,Deaths,null,null,null,"372,130",null,null,null,null,null,null,1985–2006,null,null,3.3,25.8,31.4,Miami,USA,25.7741728,-80.19362,Associations of Inter- and Intraday Temperature Change With Mortality,183(4):286–293,American Journal of Epidemiology,
221,cardiovascular disease.,null,1305808,11.1,null,null,null,null,null,null,null,1999–2004,null,6-8,null,23.0 ,null,Milan,Italy ,45.4641943,9.1896346,"An ecological time-series study of heat-related mortality in three 
European cities","2008, 7:5",Environmental Health,
222,Respiratory,null,1305808,2.4,null,null,null,null,null,null,null,1999–2004,null,6-8,null,23.0 ,null,Milan,Italy ,45.36701835,9.210891654,"An ecological time-series study of heat-related mortality in three 
European cities","2008, 7:5",Environmental Health,
223,cardiovascular disease,null,"1,304,942",9.9,null,null,null,null,null,null,null,1990–2000,1769,4-9,null,null,40.8,Milan,Italy ,45.46060244,9.101785755,Heat effects on mortality in 15 European cities, 2008;19: 711–719,Epidemiology,
224,respiratory disease,null,"1,304,942",1.7,null,null,null,null,null,null,null,1990–2000,1769,4-9,null,null,40.8,Milan,Italy ,45.4787206,9.277139684,Heat effects on mortality in 15 European cities, 2008;19: 711–719,Epidemiology,
225,heat disease,null,1304942,null,1045,null,null,null,null,null,null,1990–2000,null,null,null,null,25.4 ,Milan,Italy ,45.42946588,9.137942469,Impact of Summer Heat on Urban Population Mortality in Europe during the 1990s: An Evaluation of Years of Life Lost Adjusted for Harvesting,2013. 8(7).,Plos One,
226,mortality,null,null,101,null,null,null,null,null,null,null,2008-2013,null,null,null,16.3,null,Nanjing,China,32.0615652,118.7915079,The years of life lost on cardiovascular disease attributable to ambient temperature in China,7: 13531 ,Scientific Reports,
227,Daily mean stroke death,null,null,16.6,null,null,null,null,null,null,null,2009-2013,null,5~9,null,25.6,null,Nanjing,China,31.99801669,118.7048114,Heat and mortality for ischemic and hemorrhagic stroke in 21 cities of,601–602 (2017) 271–277,Science of the Total Environment,
228,Ischemic,null,null,6.3,null,null,null,null,null,null,null,2009-2013,null,5~9,null,25.6,null,Nanjing,China,31.96367535,118.8609692,Heat and mortality for ischemic and hemorrhagic stroke in 22 cities of,601–602 (2017) 271–277,Science of the Total Environment,
229,Hemorrhagic,null,null,7.3,null,null,null,null,null,null,null,2009-2013,null,5~9,null,25.6,null,Nanjing,China,32.0814507,118.8721549,Heat and mortality for ischemic and hemorrhagic stroke in 23 cities of,601–602 (2017) 271–277,Science of the Total Environment,
230,Daily CVD,null,null,42,null,null,null,null,null,null,null,2007–2013,null,null,null,16.5,null,Nanjing,China,32.04326516,118.6931109,Cardiovascular mortality risk attributable to,101(24):1966-1972,Heart,
231,Extramortality rate,null,null,null,null,null,null,null,null,34.3,22.9,2005,null,6,null,null,37.1,Nanjing,China,31.99898902,118.8752232,An Analysis of Outdoor Influential Factors on Human Health as well as Evaluation Technology,null,Academic dissertation,
232,Extramortality rate,null,null,null,null,null,null,null,null,18.5,26.2,2005,null,8,null,null,36.9,Nanjing,China,31.96818018,118.8693216,An Analysis of Outdoor Influential Factors on Human Health as well as Evaluation Technology,null,Academic dissertation,
233,Extramortality rate,null,null,null,null,null,null,null,null,26.5,29,2006,null,6,null,null,37.1,Nanjing,China,32.00287859,118.7376708,An Analysis of Outdoor Influential Factors on Human Health as well as Evaluation Technology,null,Academic dissertation,
234,Extramortality rate,null,null,null,null,null,null,null,null,20.5,25.3,2006,null,7,null,null,36.9,Nanjing,China,32.0625438,118.7746129,An Analysis of Outdoor Influential Factors on Human Health as well as Evaluation Technology,null,Academic dissertation,
235,Extramortality rate,null,null,null,null,null,null,null,null,21,30,2006,null,8,null,null,37.8,Nanjing,China,31.98710198,118.7288483,An Analysis of Outdoor Influential Factors on Human Health as well as Evaluation Technology,null,Academic dissertation,
236,Extramortality rate,null,null,null,null,null,null,null,null,20.9,23.29,2007,null,7,null,null,38.2,Nanjing,China,32.09324941,118.7820801,An Analysis of Outdoor Influential Factors on Human Health as well as Evaluation Technology,null,Academic dissertation,
237,Extramortality rate,null,null,null,null,null,null,null,null,24.25,25.25,2008,null,7,null,null,37.3,Nanjing,China,32.05343046,118.7594784,An Analysis of Outdoor Influential Factors on Human Health as well as Evaluation Technology,null,Academic dissertation,
238,Daily mean stroke death,null,null,31.6,null,null,null,null,null,null,null,2009-2013,null,5~9,null,24.6,null,Nantong,China,31.9827896,120.8904588,Heat and mortality for ischemic and hemorrhagic stroke in 24 cities of,601–602 (2017) 271–277,Science of the Total Environment,
239,Ischemic,null,null,5,null,null,null,null,null,null,null,2009-2013,null,5~9,null,24.6,null,Nantong,China,31.9727896,120.8904588,Heat and mortality for ischemic and hemorrhagic stroke in 25 cities of,601–602 (2017) 271–277,Science of the Total Environment,
240,Hemorrhagic,null,null,12,null,null,null,null,null,null,null,2009-2013,null,5~9,null,24.6,null,Nantong,China,31.9827896,120.8804588,Heat and mortality for ischemic and hemorrhagic stroke in 26 cities of,601–602 (2017) 271–277,Science of the Total Environment,
241,Renal Diseases,null,null,null,null,"147,885",null,null,null,68471,79414,1991–2004,null,7-8,null,null,28.8,New York,USA,40.7127281,-74.0060152,Association of Summer Temperatures With Hospital Admissions for Renal Diseases in New York State: A Case-Crossover Study,2012;175(9):907–916,American Journal of Epidemiology,
242,Deaths,null,null,null,"1,367,085",null,null,null,null,null,null,1985–2006,null,null,−16.4,13.3,34.4,New York,USA,40.7027281,-74.0060152,Associations of Inter- and Intraday Temperature Change With Mortality,183(4):286–293,American Journal of Epidemiology,
243,heat disease,null,null,16,null,null,null,null,null,null,null,2003,56,6-8,null,null,35,Nice,France,43.7009358,7.2683912,Effects of temperature and ozone on daily mortality during the August 2003 heat wave in France," 60:4, 205-212",Archives of Environmental & Occupational Health,
244,heat-related illnesses,null,null,14,null,null,null,null,null,null,null,2013,null,6-8,33,null,null,Ningbo,China,29.8622194,121.6203873,"Heat-related illness in China, summer of 2013",60(1):131–137,Int J Biometeorol,
245,emergency department visits,null,5888000,null,null,null,58,null,null,null,null,2014-2016,null,null,null,26.6,null,Ningbo,China,29.8722194,121.6203873,High temperatures and emergency department visits in 18 sites with different climatic characteristics in China: Risk assessment and attributable fraction identification,2020. 136,Environment International,
246,Cardio-respiratory disease,null,"198,050",2.01,null,null,null,null,null,null,null, 1990-1996,"1,461",null,null,13.19,null,Oviedo,Spanish,43.3604218,-5.8450534,"Relation between Temperature and Mortality in Thirteen 
Spanish Cities","2010, 7, 3196-3210",International Journal of Environmental Research and Public Health,
247,cardiovascular disease,null,"6,161,393",34.8,null,null,null,null,null,null,null,1991–1998,1458,4-9,null,null,39.4,Paris,France,48.8588897,2.320041022,Heat effects on mortality in 15 European cities, 2008;19: 711–719,Epidemiology,
248,respiratory disease,null,"6,161,393",7.7,null,null,null,null,null,null,null,1991–1998,1458,4-9,null,null,39.4,Paris,France,48.84326268,2.301948426,Heat effects on mortality in 15 European cities, 2008;19: 711–719,Epidemiology,
249,heat disease,null,31603,null,858,null,null,858,0,227,631,2003,null,8,null,null,heatwave,paris,France,48.90171094,2.364234321,"Level of dependency: a simple marker associated
with mortality during the 2003 heatwave among
French dependent elderly people living in the
community or in institutions",2007; 36: 298–303,Age and Ageing,
250,heat disease,null,null,48,null,null,null,null,null,null,null,2003,56,6-8,null,null,39,Paris,France,48.82288407,2.276943376,Effects of temperature and ozone on daily mortality during the August 2003 heat wave in France," 60:4, 205-212",Archives of Environmental & Occupational Health,
251,Respiratory,null,null,6.7,null,null,null,null,null,null,null,1997–2002,null,null,null,17,null,Paris,France,48.90083654,2.262395808,Changes in the Effect of Heat on Mortality in the Last 30 Years in Nine European Cities. Results from the PHASE Project,12(12):15567–15583,International Journal of Environmental Research and Public Health,
252,Respiratory,null,null,5.5,null,null,null,null,null,null,null,2004–2009,null,null,null,17.4,null,Paris,France,48.78903695,2.377197233,Changes in the Effect of Heat on Mortality in the Last 31 Years in Nine European Cities. Results from the PHASE Project,12(12):15567–15583,International Journal of Environmental Research and Public Health,
253,Cardiovascular,null,null,29.9,null,null,null,null,null,null,null,1997–2002,null,null,null,17,null,Paris,France,48.92764631,2.37453326,Changes in the Effect of Heat on Mortality in the Last 48 Years in Nine European Cities. Results from the PHASE Project,12(12):15567–15583,International Journal of Environmental Research and Public Health,
254,Cardiovascular,null,null,24.1,null,null,null,null,null,null,null,2004–2009,null,null,null,17.4,null,Paris,France,48.86935386,2.31653496,Changes in the Effect of Heat on Mortality in the Last 49 Years in Nine European Cities. Results from the PHASE Project,12(12):15567–15583,International Journal of Environmental Research and Public Health,
255,heat disease,null,6161393,null,3384,null,null,null,null,null,null,1991–1998,null,null,null,null,19.5 ,Paris,France,48.9501789,2.331530166,Impact of Summer Heat on Urban Population Mortality in Europe during the 1990s: An Evaluation of Years of Life Lost Adjusted for Harvesting,2013. 8(7).,Plos One,
256,heat disease,null,"37,321",null,"37,321",null,null,"37,321",0,null,null,1988–2009,null,11-3,null,null,35.6,Perth,Australian,-31.9558964,115.8605801,Heatwave and elderly mortality: An evaluation of death burden and health costs considering short-term mortality displacement, 115 (2018) 334–342,Environment International,
257,Nonaccidental Death,null,null,null,"275,189",null,null,null,null,null,null,2003–2010,null,null,null,28.06,null,Philippines,Philippines,12.7503486,122.7312101,An Investigation on Attributes of Ambient Temperature and Diurnal Temperature Range on Mortality in Five East-Asian Countries,7: 10207,Scientific Reports,
258,Cardiovascular related- Death,null,null,null,"31,190",null,null,null,null,null,null,2003–2010,null,null,null,28.06,null,Philippines,Philippines,12.7403486,122.7312101,An Investigation on Attributes of Ambient Temperature and Diurnal Temperature Range on Mortality in Five East-Asian Countries,7: 10207,Scientific Reports,
259,Respiratory relatedDeath,null,null,null,"31,190",null,null,null,null,null,null,2003–2010,null,null,null,28.06,null,Philippines,Philippines,12.7503486,122.7212101,An Investigation on Attributes of Ambient Temperature and Diurnal Temperature Range on Mortality in Five East-Asian Countries,7: 10207,Scientific Reports,
260,heat disease,null,null,6,null,null,null,null,null,null,null,2003,56,6-8,null,null,40,Poitiers,France,46.5802596,0.340196,Effects of temperature and ozone on daily mortality during the August 2003 heat wave in France," 60:4, 205-212",Archives of Environmental & Occupational Health,
261,cardiovascular disease,null,"1,183,900",20.3,null,null,null,null,null,null,null,1992–2000,1628,4-9,null,null,36.3,Prague,Czech Republic,50.0874654,14.4212535,Heat effects on mortality in 15 European cities, 2008;19: 711–719,Epidemiology,
262,respiratory disease,null,"1,183,900",1.1,null,null,null,null,null,null,null,1992–2000,1628,4-9,null,null,36.3,Prague,Czech Republic,50.03244712,14.49080224,Heat effects on mortality in 15 European cities, 2008;19: 711–719,Epidemiology,
263,Cardiovascular disease,"598,134",null,null,"110,708",null,null,null,null,null,null,1994-2009,null,null,8.6,18.8,29.2,Prague,Czech Republic,50.14874404,14.43830167,Heat- and cold-stress effects on cardiovascular mortality and morbidity among urban and rural populations in the Czech Republic,58（6）:1057–1068,Int J Biometeorol ,
264,Ischemic heart disease,"211,933",null,null,"44,624",null,null,null,null,null,null,1994-2009,null,null,8.6,18.8,29.2,Prague,Czech Republic,50.15998257,14.42907949,Heat- and cold-stress effects on cardiovascular mortality and morbidity among urban and rural populations in the Czech Republic,58（6）:1057–1068,Int J Biometeorol ,
265,Cerebrovascular disease,"110,705",null,null,"28,045",null,null,null,null,null,null,1994-2009,null,null,8.6,18.8,29.2,Prague,Czech Republic,50.01765989,14.34193439,Heat- and cold-stress effects on cardiovascular mortality and morbidity among urban and rural populations in the Czech Republic,58（6）:1057–1068,Int J Biometeorol ,
266,Myocardial infarction,"33,981",null,null,"15,205",null,null,null,null,null,null,1994-2009,null,null,8.6,18.8,29.2,Prague,Czech Republic,50.06764181,14.49768569,Heat- and cold-stress effects on cardiovascular mortality and morbidity among urban and rural populations in the Czech Republic,58（6）:1057–1068,Int J Biometeorol ,
267,Chronic ischemic heart disease,"147,171",null,null,"28,956",null,null,null,null,null,null,1994-2009,null,null,8.6,18.8,29.2,Prague,Czech Republic,49.99562516,14.47460683,Heat- and cold-stress effects on cardiovascular mortality and morbidity among urban and rural populations in the Czech Republic,58（6）:1057–1068,Int J Biometeorol ,
268,Atherosclerosis—atherosclerotic vascular disease,"59,455",null,null,"23,410",null,null,null,null,null,null,1994-2009,null,null,8.6,18.8,29.2,Prague,Czech Republic,50.14928025,14.38668751,Heat- and cold-stress effects on cardiovascular mortality and morbidity among urban and rural populations in the Czech Republic,58（6）:1057–1068,Int J Biometeorol ,
269,Phlebitis and thrombophlebitis,"16,769",null,null,538,null,null,null,null,null,null,1994-2009,null,null,8.6,18.8,29.2,Prague,Czech Republic,50.17157782,14.35809203,Heat- and cold-stress effects on cardiovascular mortality and morbidity among urban and rural populations in the Czech Republic,58（6）:1057–1068,Int J Biometeorol ,
270,heat disease,null,1183900,null,648,null,null,null,null,null,null,1992–2000,null,null,null,null,17.8 ,Prague,Czech Republic,50.01670411,14.33466202,Impact of Summer Heat on Urban Population Mortality in Europe during the 1990s: An Evaluation of Years of Life Lost Adjusted for Harvesting,2013. 8(7).,Plos One,
271,death,null,null,9.8,14362,null,null,null,null,null,null,2009-2012,null,null,null,16.8,null,Qiaokou,China,30.5848089,114.2093718,"Impact of temperature on mortality in Hubei, China: a multi-county time series analysis",7:45093,Scientific Reports,
272,emergency department visits,null,9204000,null,null,null,217,null,null,null,null,2014-2016,null,null,null,24.0 ,null,Qingdao,China,36.0638034,120.3781372,High temperatures and emergency department visits in 18 sites with different climatic characteristics in China: Risk assessment and attributable fraction identification,2020. 136,Environment International,
273,Diabetes mortality,null,null,2.76,null,null,null,null,null,null,null,2006-2011,null,null,23.4,27.3,32,Quezon,Philippines,13.9,122,How Does Ambient Air Temperature Affect Diabetes Mortality in Tropical Cities?,"14, 385",International Journal of Environmental Research and Public Health,
274,heat disease,null,null,6,null,null,null,null,null,null,null,2003,56,6-8,null,null,40,Rennes,France,48.1113387,-1.6800198,Effects of temperature and ozone on daily mortality during the August 2003 heat wave in France," 60:4, 205-212",Archives of Environmental & Occupational Health,
275,cardiovascular disease,null,"2,812,573",20.9,null,null,null,null,null,null,null,1992–2000,1638,4-9,null,null,40.5,Rome,Italy ,41.8933203,12.4829321,Heat effects on mortality in 15 European cities, 2008;19: 711–719,Epidemiology,
276,respiratory disease,null,"2,812,573",2.6,null,null,null,null,null,null,null,1992–2000,1638,4-9,null,null,40.5,Rome,Italy ,41.99211492,12.40152595,Heat effects on mortality in 15 European cities, 2008;19: 711–719,Epidemiology,
277,Respiratory,null,null,2.6,null,null,null,null,null,null,null,1996–2002,null,null,null,20.5,null,Rome,Italy,41.86915232,12.53427886,Changes in the Effect of Heat on Mortality in the Last 26 Years in Nine European Cities. Results from the PHASE Project,12(12):15567–15583,International Journal of Environmental Research and Public Health,
278,Respiratory,null,null,3.1,null,null,null,null,null,null,null,2004–2010,null,null,null,21.1,null,Rome,Italy,41.80388604,12.51775711,Changes in the Effect of Heat on Mortality in the Last 27 Years in Nine European Cities. Results from the PHASE Project,12(12):15567–15583,International Journal of Environmental Research and Public Health,
279,Cardiovascular,null,null,21.1,null,null,null,null,null,null,null,1996–2002,null,null,null,20.5,null,Rome,Italy,41.96274155,12.4131831,Changes in the Effect of Heat on Mortality in the Last 44 Years in Nine European Cities. Results from the PHASE Project,12(12):15567–15583,International Journal of Environmental Research and Public Health,
280,Cardiovascular,null,null,21.3,null,null,null,null,null,null,null,2004–2010,null,null,null,21.1,null,Rome,Italy,41.95964821,12.5521172,Changes in the Effect of Heat on Mortality in the Last 45 Years in Nine European Cities. Results from the PHASE Project,12(12):15567–15583,International Journal of Environmental Research and Public Health,
281,heat disease,null,2812573,null,3492,null,null,null,null,null,null,1992–2000,null,null,null,null,26.0 ,Rome,Italy,41.90777886,12.46551513,Impact of Summer Heat on Urban Population Mortality in Europe during the 1990s: An Evaluation of Years of Life Lost Adjusted for Harvesting,2013. 8(7).,Plos One,
282,heat disease,null,"434,924",10.8,null,null,null,null,null,null,null,2003,null,6-9,null,null,37.9,Rouen,France,49.4404591,1.0939658,"The relation between temperature, ozone, and mortality in nine french cities during the heat wave of 2003","114:1344–1347
(2006)",Environmental Health Perspectives,
283,cardiovascular disease,null,9700000,64.6,null,null,null,null,null,null,null,1991-1994,null,null,14,20,25,São Paulo,Brazil,-23.5506507,-46.6333824,"Mortality displacement of heat-related deaths: a comparison of Delhi, São Paulo, and London",2005;16: 613– 620,Epidemiology,
284,Respiratory disease,null,9700000,23.8,null,null,null,null,null,null,null,1991-1994,null,null,14,20,25,São Paulo,Brazil,-23.5506507,-46.6333824,"Mortality displacement of heat-related deaths: a comparison of Delhi, São Paulo, and London",2005;16: 613– 620,Epidemiology,
285,cardiovascular disease,null,10311000,23.57,null,null,null,null,null,null,null,1991–2008,null,6-8,null,24.37,null,Seoul,Korea,37.5666791,126.9782914,Distributed lag effects in the relationship between temperature and mortality in three major cities in South Korea, 409 (2011) 3274–3280,Science of the Total Environment,
286,death,null,"10,311,000",92.82,null,null,null,56.5,36.32,null,null,1994–2003,null,6-8,null,24.67,null,Seoul,Korea,37.65450955,126.9880274,"High Temperature, Heat Index, and Mortality in 6 Major Cities in South Korea"," Vol. 61, No. 6, 2006",Archives of Environmental & Occupational Health,
287,All cardiovascular,null,null,23.85,65675,null,null,null,null,null,null,1992-2009,null,5~9,19,22.5,26.5,Seoul,Korea,37.56274111,126.9261991,Small-area spatiotemporal analysis of heatwave impacts on elderly mortality in Paris: A cluster analysis approach,10(2): e0118577.,Plos One,
288,Ischemic heart disease,null,null,4.6,12661,null,null,null,null,null,null,1992-2009,null,5~9,19,22.5,26.5,Seoul,Korea,37.62380525,126.8972023,Small-area spatiotemporal analysis of heatwave impacts on elderly mortality in Paris: A cluster analysis approach,10(2): e0118577.,Plos One,
289,Hypertensive diseases,null,null,1.59,4371,null,null,null,null,null,null,1992-2009,null,5~9,19,22.5,26.5,Seoul,Korea,37.6270691,127.0541381,Small-area spatiotemporal analysis of heatwave impacts on elderly mortality in Paris: A cluster analysis approach,10(2): e0118577.,Plos One,
290,Heart failure,null,null,1.02,2797,null,null,null,null,null,null,1992-2009,null,5~9,19,22.5,26.5,Seoul,Korea,37.48293513,126.9821331,Small-area spatiotemporal analysis of heatwave impacts on elderly mortality in Paris: A cluster analysis approach,10(2): e0118577.,Plos One,
291,Myocardial Infarction,null,null,3.87,10664,null,null,null,null,null,null,1992-2009,null,5~9,19,22.5,26.5,Seoul,Korea,37.57774249,127.0377124,Small-area spatiotemporal analysis of heatwave impacts on elderly mortality in Paris: A cluster analysis approach,10(2): e0118577.,Plos One,
292,"Stroke, Cerebrovascular diseases",null,null,13.54,37286,null,null,null,null,null,null,1992-2009,null,5~9,19,22.5,26.5,Seoul,Korea,37.590375,126.8954335,Small-area spatiotemporal analysis of heatwave impacts on elderly mortality in Paris: A cluster analysis approach,10(2): e0118577.,Plos One,
293,Chronic ischemic heart disease,null,null,0.71,1962,null,null,null,null,null,null,1992-2009,null,5~9,19,22.5,26.5,Seoul,Korea,37.54947172,127.0748408,Small-area spatiotemporal analysis of heatwave impacts on elderly mortality in Paris: A cluster analysis approach,10(2): e0118577.,Plos One,
294,Sudden Death,null,null,1.15,3178,null,null,null,null,null,null,1992-2009,null,5~9,19,22.5,26.5,Seoul,Korea,37.55760283,127.0223662,Small-area spatiotemporal analysis of heatwave impacts on elderly mortality in Paris: A cluster analysis approach,10(2): e0118577.,Plos One,
295,Respiratory System,null,null,4.88,13440,null,null,null,null,null,null,1992-2009,null,5~9,19,22.5,26.5,Seoul,Korea,37.61720077,126.9403071,Small-area spatiotemporal analysis of heatwave impacts on elderly mortality in Paris: A cluster analysis approach,10(2): e0118577.,Plos One,
296,Asthma,null,null,0.93,2570,null,null,null,null,null,null,1992-2009,null,5~9,19,22.5,26.5,Seoul,Korea,37.58538276,127.0763694,Small-area spatiotemporal analysis of heatwave impacts on elderly mortality in Paris: A cluster analysis approach,10(2): e0118577.,Plos One,
297,COPD,null,null,1.48,4067,null,null,null,null,null,null,1992-2009,null,5~9,19,22.5,26.5,Seoul,Korea,37.63740528,127.0267797,Small-area spatiotemporal analysis of heatwave impacts on elderly mortality in Paris: A cluster analysis approach,10(2): e0118577.,Plos One,
298,Pneumonia,null,null,1.41,3876,null,null,null,null,null,null,1992-2009,null,5~9,19,22.5,26.5,Seoul,Korea,37.66158851,127.0424108,Small-area spatiotemporal analysis of heatwave impacts on elderly mortality in Paris: A cluster analysis approach,10(2): e0118577.,Plos One,
299,"Endocrine, nutritional and metabolic diseases",null,null,4.14,11412,null,null,null,null,null,null,1992-2009,null,5~9,19,22.5,26.5,Seoul,Korea,37.56050752,127.0336442,Small-area spatiotemporal analysis of heatwave impacts on elderly mortality in Paris: A cluster analysis approach,10(2): e0118577.,Plos One,
300,Diabetes mellitus,null,null,3.77,10375,null,null,null,null,null,null,1992-2009,null,5~9,19,22.5,26.5,Seoul,Korea,37.60700531,127.0601099,Small-area spatiotemporal analysis of heatwave impacts on elderly mortality in Paris: A cluster analysis approach,10(2): e0118577.,Plos One,
301,Mental and behavioral disorders,null,null,1.72,4744,null,null,null,null,null,null,1992-2009,null,5~9,19,22.5,26.5,Seoul,Korea,37.53856733,127.0644898,Small-area spatiotemporal analysis of heatwave impacts on elderly mortality in Paris: A cluster analysis approach,10(2): e0118577.,Plos One,
302,"Organic, including symptomatic, mental disorders",null,null,1.09,3006,null,null,null,null,null,null,1992-2009,null,5~9,19,22.5,26.5,Seoul,Korea,37.60820951,127.0033227,Small-area spatiotemporal analysis of heatwave impacts on elderly mortality in Paris: A cluster analysis approach,10(2): e0118577.,Plos One,
303,Mental and behavioral disorders due to psychoactive substance use,null,null,0.51,1408,null,null,null,null,null,null,1992-2009,null,5~9,19,22.5,26.5,Seoul,Korea,37.47299019,126.8841902,Small-area spatiotemporal analysis of heatwave impacts on elderly mortality in Paris: A cluster analysis approach,10(2): e0118577.,Plos One,
304,Schizophrenia,null,null,0.07,203,null,null,null,null,null,null,1992-2009,null,5~9,19,22.5,26.5,Seoul,Korea,37.46879511,127.0658572,Small-area spatiotemporal analysis of heatwave impacts on elderly mortality in Paris: A cluster analysis approach,10(2): e0118577.,Plos One,
305,Self-harm,null,null,4.02,11073,null,null,null,null,null,null,1992-2009,null,5~9,19,22.5,26.5,Seoul,Korea,37.48105072,126.9217778,Small-area spatiotemporal analysis of heatwave impacts on elderly mortality in Paris: A cluster analysis approach,10(2): e0118577.,Plos One,
306,Diseases of the digestive system,null,null,5.33,14688,null,null,null,null,null,null,1992-2009,null,5~9,19,22.5,26.5,Seoul,Korea,37.58936176,126.9788639,Small-area spatiotemporal analysis of heatwave impacts on elderly mortality in Paris: A cluster analysis approach,10(2): e0118577.,Plos One,
307,Diseases of the nervous system,null,null,1.44,3958,null,null,null,null,null,null,1992-2009,null,5~9,19,22.5,26.5,Seoul,Korea,37.53232497,127.0013811,Small-area spatiotemporal analysis of heatwave impacts on elderly mortality in Paris: A cluster analysis approach,10(2): e0118577.,Plos One,
308,Diseases of the genitourinary system,null,null,1.55,4257,null,null,null,null,null,null,1992-2009,null,5~9,19,22.5,26.5,Seoul,Korea,37.52404111,126.9700361,Small-area spatiotemporal analysis of heatwave impacts on elderly mortality in Paris: A cluster analysis approach,10(2): e0118577.,Plos One,
309,Diseases of the blood and bloodforming organs and certain disorders involving the immune mechanism,null,null,0.24,1555,null,null,null,null,null,null,1992-2009,null,null,9.2,12.9,16.9,Seoul,Korea,37.63651406,126.9818177,Small-area spatiotemporal analysis of heatwave impacts on elderly mortality in Paris: A cluster analysis approach,10(2): e0118577.,Plos One,
310,Diseases of the blood and bloodforming organs and certain disorders involving the immune mechanism,null,null,0.24,673,null,null,null,null,null,null,1992-2009,null,5~9,19,22.5,26.5,Seoul,Korea,37.65467766,127.0294584,Small-area spatiotemporal analysis of heatwave impacts on elderly mortality in Paris: A cluster analysis approach,10(2): e0118577.,Plos One,
311,Allergic disease,null,null,null,null,null,36.1,null,null,null,null,2003-2008,null,null,null,12.9,null,Seoul,Korea,37.4747657,126.9935608,"The impact of heat, cold, and heat waves on hospital admissions in eight cities in Korea",58(9):1893-1903,Int J Biometeorol,
312,Asthma,null,null,null,null,null,36.3,null,null,null,null,2003-2008,null,null,null,12.9,null,Seoul,Korea,37.48097164,127.0356501,"The impact of heat, cold, and heat waves on hospital admissions in eight cities in Korea",58(9):1893-1903,Int J Biometeorol,
313,Selected respiratory disease,null,null,null,null,null,224.3,null,null,null,null,2003-2008,null,null,null,12.9,null,Seoul,Korea,37.66036946,126.9822217,"The impact of heat, cold, and heat waves on hospital admissions in eight cities in Korea",58(9):1893-1903,Int J Biometeorol,
314,Cardiovascular disease,null,null,null,null,null,601.8,null,null,null,null,2003-2008,null,null,null,12.9,null,Seoul,Korea,37.6455321,126.909672,"The impact of heat, cold, and heat waves on hospital admissions in eight cities in Korea",58(9):1893-1903,Int J Biometeorol,
315,out-of-hospital cardiac arrest ,null,null,null,null,null,7.4,null,null,null,null,2006-2013,null,null,null,12.7,null,Seoul,Korea,37.65100752,126.9182869,"Heat, heat waves, and out-of-hospital cardiac arrest",221:232-237,International Journal of Cardiology,
316,Non-accidental,null,null,88.2,null,null,null,null,null,null,null,1992-2012,null,5~9,19,22.6,26.6,Seoul,Korea,37.58570834,126.9784924,"Added effect of heat wave on mortality in Seoul, Korea",60(5):719–726,Int J Biometeorol (,
317,Cardiovascular,null,null,23.3,null,null,null,null,null,null,null,1992-2012,null,5~9,19,22.6,26.6,Seoul,Korea,37.66126188,127.0377525,"Added effect of heat wave on mortality in Seoul, Korea",60(5):719–726,Int J Biometeorol (,
318,Respiratory,null,null,3.5,null,null,null,null,null,null,null,1992-2012,null,5~9,19,22.6,26.6,Seoul,Korea,37.47014319,127.0451584,"Added effect of heat wave on mortality in Seoul, Korea",60(5):719–726,Int J Biometeorol (,
